,Yellow_X,Yellow_Y,Blue_X,Blue_Y,Start_X,Start_Y,Start_Theta
0,3.782549249539848,32.26878413312909,-0.9088265279884,51.710774600003134,1.4368613607757226,41.98977936656611,1.3340213698821097
1,-15.9161823461512,28.938154191423507,-20.62909380373999,48.53182968863786,,,
2,-35.81418494068619,26.926494469821755,-40.533360784418164,46.5819370924594,,,
3,-55.7116998320319,24.931697044447557,-60.409931609684975,44.41293478896513,,,
4,-74.81785017819848,19.229641857659374,-79.5673102828006,38.77728813866533,,,
5,-86.79265552132057,3.502348190696014,-95.50263924495434,27.038315591802792,,,
6,-94.9416555352006,-14.759954490415202,-105.83996415379528,10.018965556229835,,,
7,-95.87865444639851,-33.94495877354832,-113.90709099042078,-8.280148099399446,,,
8,-80.4566466412523,-45.4848531915305,-117.6130439788183,-27.695055939028443,,,
9,-61.48709479357716,-51.820674314900884,-111.59921198768122,-46.529477302197606,,,
10,-42.646515863259864,-58.530208207852795,-97.3187550940363,-60.212693257134134,,,
11,-23.94127026584407,-65.6083304525922,-78.60126935250906,-67.14076530236103,,,
12,-5.381340637314134,-73.05920275024997,-59.687244492968844,-73.64031996096419,,,
13,13.02782066556944,-80.87508374619794,-40.907693141113654,-80.51880779151692,,,
14,31.78510277471188,-81.98545573218149,-22.271282021016837,-87.77624413430468,,,
15,49.82690070088162,-73.35533106605433,-3.7861805681036738,-95.4107954485977,,,
16,67.97176041280156,-64.98841226720855,14.640886736295629,-103.18149134176065,,,
17,77.10343512723784,-48.21767917967415,34.32113439045969,-102.45990336513879,,,
18,67.5901101849059,-31.657351026410403,52.49546378605563,-94.20081084070932,,,
19,48.489227535182415,-31.097404657403374,70.64917013447375,-85.8086062690394,,,
20,35.907145893646984,-46.2000476717637,87.02431148510559,-74.67122526622283,,,
21,20.425700871393126,-58.5107555470309,96.02188570530494,-57.077361483659885,,,
22,1.0582094469998113,-62.52533446419794,95.36322831118275,-37.33927399421651,,,
23,-18.040490901292124,-57.382817732041005,85.22330328006382,-20.401424425145755,,,
24,-32.77333797942626,-44.18661822330752,68.14740375554604,-10.503811523630553,,,
25,-39.69689968774274,-25.73583214326675,48.41412009187184,-10.124051957357846,,,
26,-33.89369615236073,-7.128029068493167,30.96666315539219,-19.359197943723604,,,
27,-17.644376246602537,3.7790810768001855,19.1150536734579,-35.29338403077178,,,
28,1.2192742121473459,10.423523702715297,1.2333370569241615,-42.709955840418665,,,
29,20.21013772150192,16.69520184540492,-15.875127644612121,-33.64863795712106,,,
30,39.32166457723004,22.588867839640155,-15.553673678522031,-16.754236794735675,,,
31,58.54438939067382,28.10909737430955,3.2773838646857802,-10.018036811476371,,,
32,77.88778063344067,33.18505764074894,22.239681727780034,-3.6605620004627633,,,
33,93.7967016081072,44.4629533466015,41.326872958879385,2.311475671154433,,,
34,97.26348788100225,63.65324059367083,60.52990500691864,7.8997032965135165,,,
35,86.47575314104662,79.88729437851903,79.84136420308856,13.100951848974015,,,
36,67.42031872729413,83.99212675197195,98.1626341251291,20.776452375250066,,,
37,50.71799964876372,73.8227232479576,111.61228425486185,35.37724732884276,,,
38,36.56865049284129,59.68827307157191,117.59227503075537,54.306199277231315,,,
39,22.140622475976834,45.83839319608284,115.03291195231338,73.98024823673968,,,
40,6.431095075458323,33.6710880369272,104.41996702228076,90.73161408941442,,,
41,,,87.73864251300031,101.44010944259873,,,
42,,,68.10298205843232,104.11334467849208,,,
43,,,49.17562555627951,98.25683566204492,,,
44,,,34.017316330685915,85.36674992032458,,,
45,,,19.81421749613557,71.28633905558138,,,
46,,,5.329707451590952,57.49560283489377,,,
