,Yellow_X,Yellow_Y,Blue_X,Blue_Y,Start_X,Start_Y,Start_Theta
0,56.81067490763332,64.55634856083987,36.8463845389437,65.75096568554841,46.82852972328851,65.15365712319414,0.059766431091590126
1,55.4543835209352,44.602772397900964,35.48719938303023,45.797597609088925,,,
2,52.10087549542329,24.954504020804528,31.03529549518579,26.489489245835,,,
3,42.66741257301274,7.409367817548537,18.335600196856674,11.33037235381233,,,
4,28.20124865310228,-6.292627397385222,-0.4159630448099789,7.146306251132411,,,
5,9.61281138584695,-12.798809057121021,-20.36927788971271,6.811699300992315,,,
6,-10.355970974362751,-12.495706940235742,-38.65654794798903,-0.6394891852402471,,,
7,-28.843513689075735,-18.289934578488612,-51.88038314187018,-15.426394295140678,,,
8,-38.20430051103443,-35.48806204983489,-58.12586268216228,-34.25115651289277,,,
9,-34.44890045922611,-54.70800966512962,-56.363431038113454,-54.00803153164584,,,
10,-20.988087111402546,-69.4273330838895,-46.88063327217971,-71.43750921128134,,,
11,-7.204849631099303,-83.91904395142755,-32.97733542131235,-85.80379567243519,,,
12,6.28946356723999,-98.68014012779648,-19.246306937700133,-100.34490325031899,,,
13,19.4904798417216,-113.70406493207926,-5.810309532009839,-115.15904331323998,,,
14,32.39302962941528,-128.9851006401338,7.324609546617539,-130.24077419260828,,,
15,44.989905013201835,-144.51908887767294,20.15419814712073,-145.58313387107083,,,
16,57.21679311560732,-160.34149167702702,32.66860497215549,-161.18363171186357,,,
17,74.50218138285524,-166.85800823098623,45.041855044715795,-176.89533194959452,,,
18,91.32280551024289,-156.14614934654728,62.26108863707038,-186.4383721194357,,,
19,108.15611190143014,-145.3468428414089,81.88512472636916,-185.2606834891807,,,
20,124.5556029939203,-134.0165933589607,98.99651584214473,-175.03832997773196,,,
21,133.44799719554345,-116.42800916609698,115.78942881040928,-164.17632734794643,,,
22,130.92613505496053,-96.88002141304119,132.63489176561242,-153.41481771427496,,,
23,117.90417754214116,-82.0854246307379,145.9479766240021,-138.66874455354542,,,
24,101.82064657116953,-70.2031640542074,152.99920584589452,-120.09659628382944,,,
25,90.18584322370718,-54.126902398485974,152.82727949823655,-100.2219689494505,,,
26,86.38901400134796,-34.663417272705935,145.37048990148912,-81.79287221613914,,,
27,91.12304606125807,-15.416897946091952,131.70307190316063,-67.35924540510939,,,
28,103.1398517176523,0.43624478514361964,115.50545736957476,-55.63625679145602,,,
29,116.91090755400614,14.939460423491067,106.43588252521616,-38.376560886554,,,
30,125.2921812265238,32.026625834101424,111.82294618244559,-19.644269246924903,,,
31,112.58212815547482,45.74753443465457,125.46755742862926,-5.021992536884803,,,
32,93.04612718671822,42.804876365016526,138.95139463476255,9.702354925654316,,,
33,74.3473743150515,48.63405139454897,145.27211812343938,28.379779205650674,,,
34,62.56544362469591,64.32227221446763,140.77654516357555,47.61629839085186,,,
35,60.89378652330171,84.15590321926523,126.69715322459638,61.47637688805927,,,
36,60.95678810920379,104.15544124064476,107.45692418733836,65.80419651586871,,,
37,61.41482838606581,124.14986188259114,88.07090979349084,63.331600644330265,,,
38,62.265592663230564,144.1313977802375,80.92714127354412,80.32317089894428,,,
39,58.58066683349279,162.94211671383368,80.91574678293446,100.3227855184254,,,
40,39.90062573255787,166.82318484692897,81.30554966356925,120.3186151964415,,,
41,19.941882819052893,165.5449979096859,82.09647868722973,140.30259947924137,,,
42,-0.03818305340633843,164.65988546461296,81.74834060971048,160.2008380330746,,,
43,-20.032024602544645,164.17733721556334,72.11538613305797,177.33847673748613,,,
44,-40.03147309522183,164.0901110424145,54.78771834208763,186.73464978623707,,,
45,-59.18266167029306,161.01564863755473,34.863595962742956,186.5116822237904,,,
46,-66.5767873765111,142.78920632106258,14.900273296266414,185.3069079613598,,,
47,-72.43522156612488,123.66685530748737,-5.0835034159095915,184.51016489022854,,,
48,-78.67031686358862,104.6639941612496,-25.07930876916189,184.1188933507808,,,
49,-85.2759613805684,85.78671117482777,-45.07892736237842,184.1314137074031,,,
50,-92.25224950870569,67.04322719605338,-64.53644427003204,180.84453010573085,,,
51,-99.59866302588956,48.441737927450276,-79.09244700687584,167.6430935151812,,,
52,-107.31955004565792,29.992490818361972,-85.64931979769278,148.82231828853662,,,
53,-115.40362949100395,11.699502610664196,-91.50377125619553,129.69876518214795,,,
54,-123.84772949298006,-6.430097201751188,-97.74307404724945,110.69729865988674,,,
55,-132.4110836121335,-24.48581610650747,-104.3617274613062,91.82460811647653,,,
56,-132.00473321353525,-44.0970022815134,-111.35568475346679,73.0877480492295,,,
57,-119.66981310800436,-59.4753943727845,-118.73031471268071,54.497478494578935,,,
58,-104.76655084604684,-72.81248457311189,-126.482834785132,36.061541698432556,,,
59,-90.12995790850583,-86.4417075543707,-134.60592531417953,17.785841363687084,,,
60,-76.30096994305693,-100.22810790221156,-143.0963986025397,-0.3221218332903397,,,
61,-75.81167442124992,-83.58658208854924,-151.37973592895963,-18.49701444545795,,,
62,-80.32969941757021,-64.10391944953187,-153.55819596240588,-38.21478475797122,,,
63,-84.46344073046018,-44.53613215220865,-147.83431691555387,-57.210770067567054,,,
64,-88.21720325958816,-24.891932745669347,-135.16186543318804,-72.4930867194943,,,
65,-91.57222751174506,-5.1757254914531705,-120.22058676080528,-85.78761461281195,,,
66,-94.53543043998029,14.603168658399952,-105.55086591648389,-99.38118386008082,,,
67,-96.96213144128794,34.448789794736655,-90.92364184221067,-113.00555947105184,,,
68,-94.39057966803229,54.17339712940334,-72.67985542995606,-118.64503661671908,,,
69,-85.28695922270624,71.85119786607859,-56.61596372976199,-108.3287982920894,,,
70,-70.73072677609127,85.39323336334675,-53.78922872571654,-89.28862780107032,,,
71,-52.618923123005374,93.73739251521945,-58.515082419742164,-69.8553603505338,,,
72,-33.85914939478487,100.66959674471347,-62.84745136912202,-50.33060919319044,,,
73,-14.962055638233,107.2183731184267,-66.79271306743438,-30.72396455242738,,,
74,4.305776950104128,112.39253656082231,-70.33818867014433,-11.041114481919788,,,
75,24.045623519302058,110.154475288647,-73.47993759510183,8.710215301901284,,,
76,41.18282984464656,100.10164407367536,-76.22209255245266,28.520969224084034,,,
77,52.769867393626114,83.96015615830841,-75.32266355566435,48.28403198107039,,,
78,,,-64.71644907506585,64.942616167786,,,
79,,,-47.267022472979406,74.37233070502572,,,
80,,,-28.518826843421635,81.33571889137696,,,
81,,,-9.630660169279565,87.91006375872075,,,
82,,,9.662319594466638,92.6321329915681,,,
83,,,27.778828870784185,85.25608152873076,,,
84,,,36.623546575546584,67.8211025766335,,,
